timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gnss_available,gnss_lat,gnss_lon,satellites,hdop,gt_lat,gt_lon,gt_speed_m_s,gt_heading_rad
85.75,1.9539,-0.0569,9.9751,0.0307,-0.0049,-0.0003,15.56,19.57,40.81,False,,,0,9.9,37.7805652,-122.4110154,6.32,0.899
85.85,-2.3993,-0.2224,9.6046,-0.0091,0.0061,-0.0003,15.56,19.57,40.18,False,,,0,9.9,37.7805689,-122.4110095,6.66,0.8989
85.95,-2.5253,-0.0814,9.8421,0.0196,0.0314,-0.0003,15.56,19.57,39.86,False,,,0,9.9,37.7805722,-122.4110043,5.87,0.8989
86.05,1.6306,-0.114,9.746,0.0117,-0.0183,-0.0003,15.56,19.57,40.71,False,,,0,9.9,37.7805757,-122.4109988,6.16,0.8989
86.15,0.8386,0.0609,9.2236,-0.0089,0.0186,-0.0003,15.56,19.57,40.37,False,,,0,9.9,37.7805791,-122.4109933,6.2,0.8988
86.25,-1.1685,0.0528,9.6871,0.0057,0.0122,-0.0003,15.56,19.56,39.74,False,,,0,9.9,37.7805827,-122.4109876,6.38,0.8988
86.35,0.4172,-0.0334,9.9934,-0.0267,0.0406,-0.0003,15.56,19.56,40.48,False,,,0,9.9,37.780586,-122.4109823,5.98,0.8988
86.45,1.1342,0.1567,9.643,0.0029,-0.0136,-0.0003,15.56,19.56,39.72,False,,,0,9.9,37.7805897,-122.4109765,6.47,0.8988
86.55,-1.5991,-0.2141,10.1577,0.0223,-0.0192,-0.0003,15.57,19.56,39.99,False,,,0,9.9,37.7805931,-122.410971,6.18,0.8987
86.65,-0.0869,-0.1295,9.5737,-0.0106,0.0095,-0.0003,15.57,19.56,39.82,False,,,0,9.9,37.7805966,-122.4109655,6.2,0.8987
86.75,-0.5092,0.1943,9.821,0.0056,-0.0116,-0.0003,15.57,19.56,40.85,False,,,0,9.9,37.7806,-122.41096,6.14,0.8987
86.85,1.1435,0.0419,9.8332,0.0182,-0.0044,-0.0003,15.57,19.56,40.63,False,,,0,9.9,37.7806035,-122.4109546,6.11,0.8986
86.95,0.7731,0.1045,9.4679,0.0175,0.0765,-0.0003,15.57,19.56,39.7,False,,,0,9.9,37.780607,-122.4109489,6.33,0.8986
87.05,-1.6073,0.029,9.5773,0.0042,0.0054,-0.0003,15.57,19.56,39.46,False,,,0,9.9,37.7806105,-122.4109434,6.27,0.8986
87.15,0.1917,0.1575,9.9643,-0.0124,0.0303,-0.0003,15.57,19.56,39.02,False,,,0,9.9,37.7806139,-122.410938,5.99,0.8985
87.25,1.9165,0.1023,10.1819,-0.0275,-0.0089,-0.0003,15.57,19.56,39.79,False,,,0,9.9,37.7806174,-122.4109325,6.26,0.8985
87.35,-1.9504,-0.001,10.1533,0.0245,0.0293,-0.0004,15.57,19.56,39.88,False,,,0,9.9,37.780621,-122.4109268,6.39,0.8985
87.45,-0.781,0.0039,9.6285,0.0135,-0.0129,-0.0004,15.57,19.56,40.12,False,,,0,9.9,37.7806243,-122.4109215,5.91,0.8984
87.55,2.1744,-0.1662,9.8755,0.0085,-0.0326,-0.0004,15.57,19.56,40.63,False,,,0,9.9,37.7806278,-122.4109159,6.25,0.8984
87.65,-1.4007,0.0042,10.2949,-0.0194,-0.0063,-0.0004,15.57,19.56,39.52,False,,,0,9.9,37.7806314,-122.4109102,6.41,0.8983
87.75,-2.1415,0.0173,10.076,-0.0107,-0.0201,-0.0004,15.57,19.56,40.32,False,,,0,9.9,37.7806347,-122.4109049,6.01,0.8983
87.85,2.6218,0.026,9.8633,-0.0207,-0.0031,-0.0004,15.57,19.56,40.75,False,,,0,9.9,37.7806381,-122.4108996,5.98,0.8983
87.95,2.0829,-0.0921,9.5255,0.0053,0.0057,-0.0004,15.57,19.56,40.35,False,,,0,9.9,37.7806417,-122.4108938,6.53,0.8982
88.05,0.0146,-0.0404,10.4297,-0.0086,0.009,-0.0004,15.58,19.56,40.28,False,,,0,9.9,37.7806453,-122.410888,6.43,0.8982
88.15,-0.2613,-0.0265,9.1937,0.0268,-0.0078,-0.0004,15.58,19.55,40.43,False,,,0,9.9,37.780649,-122.4108822,6.54,0.8982
88.25,-1.9042,-0.1335,10.189,0.017,-0.0184,-0.0004,15.58,19.55,40.49,False,,,0,9.9,37.7806526,-122.4108765,6.37,0.8981
88.35,-0.0455,-0.0925,9.3186,0.0103,0.0028,-0.0004,15.58,19.55,39.97,False,,,0,9.9,37.780656,-122.4108711,6.17,0.8981
88.45,0.4024,-0.1433,10.1225,0.0235,-0.0197,-0.0004,15.58,19.55,40.74,False,,,0,9.9,37.7806596,-122.4108654,6.32,0.898
88.55,-0.0152,-0.2279,9.9994,0.0211,0.0119,-0.0004,15.58,19.55,39.84,False,,,0,9.9,37.780663,-122.4108599,6.21,0.898
88.65,-0.8261,0.1577,9.3938,0.0019,-0.0007,-0.0004,15.58,19.55,40.48,False,,,0,9.9,37.7806666,-122.4108543,6.28,0.898
88.75,1.0613,-0.0144,9.6163,-0.0021,-0.0406,-0.0004,15.58,19.55,40.3,False,,,0,9.9,37.7806699,-122.410849,6.02,0.8979
88.85,-0.1618,-0.0453,9.6989,0.0115,-0.0081,-0.0004,15.58,19.55,40.09,False,,,0,9.9,37.7806736,-122.4108432,6.5,0.8979
88.95,-1.1173,-0.1142,9.5349,-0.0376,0.0482,-0.0004,15.58,19.55,39.47,False,,,0,9.9,37.7806769,-122.4108379,5.97,0.8978
89.05,1.2686,-0.1207,9.8015,0.0038,-0.0021,-0.0004,15.58,19.55,39.84,False,,,0,9.9,37.7806804,-122.4108323,6.28,0.8978
89.15,1.238,0.0958,9.1832,0.0398,-0.0123,-0.0004,15.58,19.55,39.76,False,,,0,9.9,37.7806839,-122.4108267,6.21,0.8978
89.25,0.3573,0.0184,10.1206,0.0128,-0.0184,-0.0004,15.58,19.55,39.91,False,,,0,9.9,37.7806876,-122.4108209,6.52,0.8977
89.35,-2.5878,0.002,9.9662,0.0192,0.0002,-0.0004,15.59,19.55,38.76,False,,,0,9.9,37.7806911,-122.4108153,6.29,0.8977
89.45,-1.1846,-0.0448,9.668,0.009,-0.0562,-0.0004,15.59,19.55,39.76,False,,,0,9.9,37.7806945,-122.41081,5.99,0.8976
89.55,1.3594,-0.0329,9.6814,0.0397,0.0119,-0.0004,15.59,19.55,39.9,False,,,0,9.9,37.7806979,-122.4108046,6.07,0.8976
89.65,0.4905,-0.0586,9.7896,-0.0115,0.0008,-0.0004,15.59,19.54,39.3,False,,,0,9.9,37.7807014,-122.4107991,6.22,0.8975
89.75,0.1524,-0.0231,9.609,0.0098,-0.0337,-0.0004,15.59,19.54,40.33,False,,,0,9.9,37.7807048,-122.4107936,6.16,0.8975
89.85,-0.5591,-0.0225,9.8274,0.0055,0.004,-0.0004,15.59,19.54,40.93,False,,,0,9.9,37.7807083,-122.410788,6.27,0.8975
89.95,-2.4567,0.0083,9.7403,-0.0073,0.0055,-0.0005,15.59,19.54,40.32,False,,,0,9.9,37.7807117,-122.4107826,6.07,0.8974
90.05,1.1561,-0.1552,10.3778,-0.0152,-0.0411,-0.0005,15.59,19.54,39.6,False,,,0,9.9,37.780715,-122.4107775,5.77,0.8974
90.15,1.7263,0.1386,10.0348,-0.0143,0.0131,-0.0005,15.59,19.54,39.73,False,,,0,9.9,37.7807185,-122.4107719,6.27,0.8973
90.25,-0.0202,-0.0206,9.5945,0.0086,-0.0112,-0.0005,15.59,19.54,40.14,False,,,0,9.9,37.7807219,-122.4107665,6.07,0.8973
90.35,-0.8525,-0.0256,10.2028,-0.0181,0.0082,-0.0005,15.59,19.54,39.19,False,,,0,9.9,37.7807254,-122.4107609,6.28,0.8972
90.45,-1.6753,0.0672,10.0749,-0.0248,-0.0278,-0.0005,15.6,19.54,40.46,False,,,0,9.9,37.7807287,-122.4107557,5.91,0.8972
90.55,1.8849,0.0297,9.6405,0.0114,-0.0026,-0.0005,15.6,19.54,39.68,False,,,0,9.9,37.7807321,-122.4107504,5.93,0.8971
90.65,0.0217,-0.0999,9.9779,0.0426,0.0053,-0.0005,15.6,19.54,38.75,False,,,0,9.9,37.7807356,-122.4107448,6.33,0.8971
90.75,0.0007,-0.013,9.3828,0.0124,0.0181,-0.0005,15.6,19.54,39.81,False,,,0,9.9,37.7807389,-122.4107395,5.89,0.897
90.85,0.8261,-0.2043,9.6329,0.0081,-0.0178,-0.0005,15.6,19.54,40.69,False,,,0,9.9,37.7807425,-122.4107339,6.31,0.897
90.95,-0.1768,-0.0896,9.5661,-0.0253,-0.0237,-0.0005,15.6,19.54,40.28,False,,,0,9.9,37.7807458,-122.4107286,5.99,0.8969
91.05,1.3647,0.0444,9.4414,-0.008,-0.0119,-0.0005,15.6,19.53,40.28,False,,,0,9.9,37.7807494,-122.410723,6.28,0.8969
91.15,-1.9012,0.0711,10.1891,0.0084,-0.0178,-0.0005,15.6,19.53,39.62,False,,,0,9.9,37.7807529,-122.4107175,6.26,0.8968
91.25,-2.3061,-0.1346,10.0665,-0.0338,-0.0087,-0.0005,15.6,19.53,39.45,False,,,0,9.9,37.7807562,-122.4107122,5.89,0.8968
91.35,0.7281,0.1321,9.5665,-0.0385,0.011,-0.0005,15.6,19.53,39.68,False,,,0,9.9,37.7807594,-122.4107071,5.79,0.8967
91.45,3.002,-0.0506,10.2043,-0.0179,0.0127,-0.0005,15.61,19.53,39.28,False,,,0,9.9,37.7807628,-122.4107017,6.01,0.8967
91.55,1.5582,-0.0287,10.1005,0.0363,0.0003,-0.0005,15.61,19.53,39.5,False,,,0,9.9,37.7807664,-122.410696,6.4,0.8966
91.65,-2.6036,0.0202,9.6121,-0.0116,-0.0241,-0.0005,15.61,19.53,40.56,False,,,0,9.9,37.7807699,-122.4106904,6.29,0.8966
91.75,-2.3704,0.1227,9.7016,0.0333,-0.0311,-0.0005,15.61,19.53,39.67,False,,,0,9.9,37.7807732,-122.4106852,5.87,0.8965
91.85,1.8296,-0.0457,9.8095,-0.0039,-0.0222,-0.0005,15.61,19.53,40.66,False,,,0,9.9,37.7807765,-122.4106801,5.82,0.8965
91.95,0.2019,-0.1415,10.1314,0.0138,-0.0111,-0.0005,15.61,19.53,39.46,False,,,0,9.9,37.78078,-122.4106746,6.18,0.8964
92.05,-0.6947,-0.1202,10.1524,0.0232,-0.0056,-0.0005,15.61,19.53,40.61,False,,,0,9.9,37.7807832,-122.4106694,5.85,0.8964
92.15,0.0177,-0.0412,9.4905,0.0076,-0.0048,-0.0005,15.61,19.53,39.81,False,,,0,9.9,37.7807866,-122.410664,5.99,0.8963
92.25,0.0776,0.2541,9.9185,-0.0073,-0.0209,-0.0005,15.61,19.52,40.71,False,,,0,9.9,37.7807899,-122.4106589,5.84,0.8963
92.35,0.7775,0.0036,9.8827,-0.0226,0.0099,-0.0005,15.61,19.52,40.1,False,,,0,9.9,37.7807932,-122.4106535,5.98,0.8962
92.45,1.9645,-0.0466,9.8174,0.0163,0.0067,-0.0005,15.62,19.52,40.71,False,,,0,9.9,37.7807966,-122.4106482,6.0,0.8962
92.55,-0.8674,0.3135,10.7546,0.0037,0.0226,-0.0006,15.62,19.52,39.29,False,,,0,9.9,37.7808002,-122.4106425,6.38,0.8961
92.65,-0.9023,0.2002,9.9157,-0.0057,0.0065,-0.0006,15.62,19.52,40.05,False,,,0,9.9,37.7808035,-122.4106374,5.83,0.896
92.75,2.6268,0.0006,10.4211,-0.0053,0.0247,-0.0006,15.62,19.52,40.59,False,,,0,9.9,37.780807,-122.4106318,6.24,0.896
92.85,-0.2047,0.123,9.7667,0.0232,-0.0249,-0.0006,15.62,19.52,40.2,False,,,0,9.9,37.7808105,-122.4106262,6.34,0.8959
92.95,0.6521,0.0475,9.1979,-0.0092,0.0035,-0.0006,15.62,19.52,39.71,False,,,0,9.9,37.780814,-122.4106207,6.22,0.8959
93.05,-1.3106,-0.097,9.9049,0.014,-0.007,-0.0006,15.62,19.52,39.94,False,,,0,9.9,37.7808177,-122.4106149,6.46,0.8958
93.15,-2.7557,0.1259,9.7539,0.0131,-0.0108,-0.0006,15.62,19.52,39.09,False,,,0,9.9,37.780821,-122.4106097,5.92,0.8958
93.25,0.0899,-0.0585,9.28,-0.0265,0.0125,-0.0006,15.62,19.52,40.96,False,,,0,9.9,37.7808243,-122.4106044,5.95,0.8957
93.35,0.0465,0.0336,10.1253,0.0177,0.0237,-0.0006,15.63,19.52,40.66,False,,,0,9.9,37.7808277,-122.4105991,5.96,0.8956
93.45,2.4003,-0.0021,9.7293,-0.0053,0.0173,-0.0006,15.63,19.51,39.13,False,,,0,9.9,37.780831,-122.4105938,5.94,0.8956
93.55,0.7267,-0.0693,10.4287,0.0136,0.0423,-0.0006,15.63,19.51,40.38,False,,,0,9.9,37.7808346,-122.4105881,6.4,0.8955
93.65,-3.6624,0.0501,9.9468,0.0146,0.0012,-0.0006,15.63,19.51,40.06,False,,,0,9.9,37.780838,-122.4105827,6.08,0.8955
93.75,-0.4517,0.0008,9.6341,-0.0298,0.0207,-0.0006,15.63,19.51,39.37,False,,,0,9.9,37.7808412,-122.4105778,5.6,0.8954
93.85,2.8124,-0.093,10.0323,0.0027,0.0099,-0.0006,15.63,19.51,39.99,False,,,0,9.9,37.7808445,-122.4105724,5.98,0.8953
93.95,0.0726,-0.0621,9.694,0.0218,0.0054,-0.0006,15.63,19.51,40.07,False,,,0,9.9,37.780848,-122.410567,6.16,0.8953
94.05,-0.6859,0.1413,9.9611,-0.0047,0.0243,-0.0006,15.63,19.51,40.1,False,,,0,9.9,37.7808514,-122.4105616,6.01,0.8952
94.15,0.6563,0.0591,9.8544,0.0195,-0.0183,-0.0006,15.63,19.51,40.39,False,,,0,9.9,37.7808548,-122.4105563,6.03,0.8952
94.25,-1.442,0.0501,9.8239,0.0139,0.0141,-0.0006,15.64,19.51,39.81,False,,,0,9.9,37.7808583,-122.4105508,6.2,0.8951
94.35,-1.1157,0.0157,10.341,0.0095,0.0311,-0.0006,15.64,19.51,39.6,False,,,0,9.9,37.7808615,-122.4105457,5.77,0.895
94.45,0.2938,0.0215,9.6663,0.0015,-0.02,-0.0006,15.64,19.5,40.04,False,,,0,9.9,37.7808649,-122.4105404,5.94,0.895
94.55,1.7551,-0.0285,9.4697,-0.0182,-0.0003,-0.0006,15.64,19.5,39.88,False,,,0,9.9,37.7808681,-122.4105352,5.85,0.8949
94.65,1.6963,-0.1814,9.0927,-0.0053,0.0175,-0.0006,15.64,19.5,40.29,False,,,0,9.9,37.7808717,-122.4105296,6.31,0.8949
94.75,-1.6884,0.0474,10.1986,-0.021,-0.015,-0.0006,15.64,19.5,39.72,False,,,0,9.9,37.7808752,-122.4105241,6.22,0.8948
94.85,-1.0382,0.1158,9.8423,-0.0136,-0.0408,-0.0006,15.64,19.5,39.81,False,,,0,9.9,37.7808786,-122.4105188,5.97,0.8947
94.95,-1.4272,0.0605,9.7361,-0.0097,0.0092,-0.0006,15.64,19.5,39.56,False,,,0,9.9,37.7808819,-122.4105135,6.0,0.8947
95.05,-0.8041,0.0118,9.3552,-0.0207,0.0033,-0.0006,15.65,19.5,39.5,False,,,0,9.9,37.7808851,-122.4105084,5.67,0.8946
95.15,1.0438,-0.2659,9.8809,-0.0002,-0.0085,-0.0007,15.65,19.5,40.28,False,,,0,9.9,37.7808884,-122.4105032,5.83,0.8945
95.25,1.4258,-0.0314,9.7902,0.0048,-0.0423,-0.0007,15.65,19.5,39.16,False,,,0,9.9,37.7808917,-122.410498,5.88,0.8945
95.35,0.2849,-0.1405,9.5605,0.0113,0.0072,-0.0007,15.65,19.5,39.64,False,,,0,9.9,37.7808951,-122.4104927,6.06,0.8944
95.45,-1.5835,-0.0486,9.7741,0.0023,-0.0022,-0.0007,15.65,19.49,39.6,False,,,0,9.9,37.7808985,-122.4104873,5.99,0.8943
95.55,1.0743,-0.0314,9.5113,-0.0239,0.0185,-0.0007,15.65,19.49,40.04,False,,,0,9.9,37.7809017,-122.4104822,5.77,0.8943
95.65,1.505,0.0122,10.7145,0.018,-0.0093,-0.0007,15.65,19.49,39.88,False,,,0,9.9,37.7809052,-122.4104767,6.21,0.8942
95.75,-1.2221,0.0523,9.8807,-0.0077,0.0185,-0.0007,15.65,19.49,39.86,False,,,0,9.9,37.7809087,-122.4104713,6.11,0.8941
95.85,-1.3583,-0.0352,9.7928,-0.0026,-0.0094,-0.0007,15.66,19.49,39.25,False,,,0,9.9,37.780912,-122.410466,5.94,0.8941
95.95,0.3317,-0.0188,9.6462,-0.0086,-0.0085,-0.0007,15.66,19.49,39.97,False,,,0,9.9,37.7809153,-122.4104609,5.84,0.894
96.05,1.9481,0.1016,9.5571,-0.0189,-0.0258,-0.0007,15.66,19.49,39.48,False,,,0,9.9,37.7809187,-122.4104555,6.04,0.8939
96.15,-0.1166,0.1368,9.9729,0.0093,-0.0054,-0.0007,15.66,19.49,39.33,False,,,0,9.9,37.7809222,-122.41045,6.21,0.8939
96.25,-1.2898,0.1122,9.8506,-0.0141,0.0255,-0.0007,15.66,19.49,40.37,False,,,0,9.9,37.7809256,-122.4104446,6.04,0.8938
96.35,-1.7094,0.0794,10.0968,0.0026,-0.0092,-0.0007,15.66,19.49,40.62,False,,,0,9.9,37.7809289,-122.4104394,5.93,0.8937
96.45,0.5396,0.0184,9.9987,0.0012,0.0114,-0.0007,15.66,19.48,40.57,False,,,0,9.9,37.7809322,-122.4104343,5.72,0.8937
96.55,2.7267,-0.1184,10.2178,-0.0147,0.0384,-0.0007,15.67,19.48,40.1,False,,,0,9.9,37.7809356,-122.410429,6.02,0.8936
96.65,0.1129,0.0499,9.9415,0.0065,0.0254,-0.0007,15.67,19.48,39.92,False,,,0,9.9,37.7809391,-122.4104234,6.23,0.8935
96.75,-1.6294,-0.096,10.2164,-0.0198,0.0093,-0.0007,15.67,19.48,39.17,False,,,0,9.9,37.7809425,-122.4104181,6.03,0.8934
96.85,-1.5447,0.0379,9.5515,0.0027,0.0098,-0.0007,15.67,19.48,38.95,False,,,0,9.9,37.7809458,-122.4104129,5.88,0.8934
96.95,-0.098,0.1251,10.1212,0.0371,-0.0157,-0.0007,15.67,19.48,40.08,False,,,0,9.9,37.780949,-122.4104078,5.72,0.8933
97.05,1.4449,-0.0989,9.3123,-0.0166,0.0206,-0.0007,15.67,19.48,40.35,False,,,0,9.9,37.7809523,-122.4104027,5.81,0.8932
97.15,2.4714,0.002,9.6197,0.001,-0.0004,-0.0007,15.67,19.48,38.79,False,,,0,9.9,37.7809557,-122.4103973,6.01,0.8931
97.25,1.676,0.0058,9.5927,-0.0468,-0.0011,-0.0007,15.68,19.48,40.0,False,,,0,9.9,37.7809592,-122.4103918,6.29,0.8931
97.35,0.7752,-0.066,9.8873,0.0142,-0.0341,-0.0007,15.68,19.47,40.79,False,,,0,9.9,37.7809628,-122.4103862,6.3,0.893
97.45,-2.5198,0.067,9.7843,-0.0205,-0.0076,-0.0007,15.68,19.47,39.69,False,,,0,9.9,37.7809664,-122.4103804,6.47,0.8929
97.55,-1.7416,-0.0359,9.5001,0.0035,0.0222,-0.0007,15.68,19.47,40.05,False,,,0,9.9,37.7809697,-122.4103753,5.78,0.8929
97.65,1.3857,-0.0888,9.8653,-0.0029,-0.0236,-0.0007,15.68,19.47,39.87,False,,,0,9.9,37.7809731,-122.4103699,6.1,0.8928
97.75,-1.0123,-0.0494,9.5389,0.0106,-0.0318,-0.0008,15.68,19.47,40.1,False,,,0,9.9,37.7809765,-122.4103646,6.05,0.8927
97.85,0.6123,-0.0513,9.8024,0.0111,0.0099,-0.0008,15.68,19.47,40.5,False,,,0,9.9,37.7809799,-122.4103593,5.92,0.8926
97.95,1.0397,0.0748,9.5256,-0.0187,-0.0114,-0.0008,15.69,19.47,40.27,False,,,0,9.9,37.7809834,-122.4103538,6.19,0.8926
98.05,-0.8212,0.1744,9.3514,0.0273,-0.028,-0.0008,15.69,19.47,40.36,False,,,0,9.9,37.7809868,-122.4103484,6.15,0.8925
98.15,2.1945,-0.0607,9.6535,-0.0134,0.0136,-0.0008,15.69,19.46,39.28,False,,,0,9.9,37.7809903,-122.410343,6.06,0.8924
98.25,-1.7516,0.0223,9.4888,0.0204,-0.0078,-0.0008,15.69,19.46,40.11,False,,,0,9.9,37.780994,-122.4103372,6.56,0.8923
98.35,-0.8002,-0.0034,10.1662,0.0386,0.0057,-0.0008,15.69,19.46,40.22,False,,,0,9.9,37.7809972,-122.4103321,5.73,0.8922
98.45,2.5231,-0.0999,9.5398,-0.0103,0.0101,-0.0008,15.69,19.46,39.64,False,,,0,9.9,37.7810008,-122.4103265,6.39,0.8922
98.55,-2.7657,-0.0546,9.5655,-0.0003,0.0046,-0.0008,15.69,19.46,39.57,False,,,0,9.9,37.7810043,-122.410321,6.18,0.8921
98.65,-0.0495,0.215,10.1144,0.0307,-0.0108,-0.0008,15.7,19.46,40.58,False,,,0,9.9,37.7810076,-122.4103158,5.87,0.892
98.75,0.3834,-0.2512,9.7875,-0.0073,-0.0544,-0.0008,15.7,19.46,39.85,False,,,0,9.9,37.7810111,-122.4103103,6.21,0.8919
98.85,0.3524,0.1678,10.0968,0.0143,-0.0058,-0.0008,15.7,19.46,39.71,False,,,0,9.9,37.7810145,-122.410305,5.99,0.8919
98.95,-1.0321,0.0066,9.6883,-0.0005,-0.0313,-0.0008,15.7,19.45,40.59,False,,,0,9.9,37.7810181,-122.4102994,6.31,0.8918
99.06,-0.6424,-0.0195,10.0059,-0.0144,0.0244,-0.0008,15.7,19.45,39.7,False,,,0,9.9,37.7810213,-122.4102943,5.78,0.8917
99.16,0.9669,-0.0329,9.7661,0.0127,-0.0042,-0.0008,15.7,19.45,40.32,False,,,0,9.9,37.7810248,-122.4102888,6.18,0.8916
99.26,-0.1089,0.0494,8.9608,-0.0171,-0.0078,-0.0008,15.71,19.45,40.44,False,,,0,9.9,37.7810282,-122.4102835,5.96,0.8915
99.36,1.3668,0.0979,9.9286,0.0059,-0.0316,-0.0008,15.71,19.45,40.25,False,,,0,9.9,37.7810316,-122.4102781,6.12,0.8915
99.46,1.7989,0.0259,9.7441,-0.0133,-0.0126,-0.0008,15.71,19.45,39.42,False,,,0,9.9,37.7810351,-122.4102726,6.2,0.8914
99.56,-1.841,-0.0884,9.5654,0.0008,-0.0373,-0.0008,15.71,19.45,40.4,False,,,0,9.9,37.7810388,-122.4102669,6.47,0.8913
99.66,-0.7155,-0.0174,10.0972,-0.0246,-0.0098,-0.0008,15.71,19.45,39.87,False,,,0,9.9,37.7810421,-122.4102617,5.87,0.8912
99.76,2.0728,0.0934,9.724,0.0039,-0.0302,-0.0008,15.71,19.44,39.02,False,,,0,9.9,37.7810457,-122.4102561,6.32,0.8911
99.86,-2.5881,-0.1342,9.6209,0.011,0.0374,-0.0008,15.71,19.44,39.81,False,,,0,9.9,37.7810493,-122.4102505,6.29,0.891
99.96,-0.0343,0.2121,9.4205,0.0434,-0.0287,-0.0008,15.72,19.44,40.1,False,,,0,9.9,37.7810525,-122.4102454,5.77,0.891
100.06,3.8276,0.079,9.6709,0.0151,0.0292,-0.0008,15.72,19.44,40.17,False,,,0,9.9,37.7810561,-122.4102399,6.29,0.8909
100.16,-0.5482,0.0017,9.7305,0.0236,-0.006,-0.0008,15.72,19.44,39.99,False,,,0,9.9,37.7810598,-122.410234,6.59,0.8908
100.26,-4.0477,0.0621,9.9054,-0.0023,-0.0129,-0.0008,15.72,19.44,41.01,False,,,0,9.9,37.7810633,-122.4102286,6.18,0.8907
100.36,0.8162,0.018,9.5828,-0.0227,-0.0045,-0.0008,15.72,19.44,39.29,False,,,0,9.9,37.7810666,-122.4102234,5.78,0.8906
100.46,0.6003,-0.0652,9.1097,-0.0089,-0.004,-0.0008,15.72,19.44,40.01,False,,,0,9.9,37.7810701,-122.4102179,6.32,0.8905
100.56,0.7043,-0.0123,9.8728,0.0267,-0.0155,-0.0009,15.73,19.43,40.81,False,,,0,9.9,37.7810735,-122.4102126,5.93,0.8905
100.66,2.1708,0.1113,9.8175,-0.0074,-0.0032,-0.0009,15.73,19.43,39.45,False,,,0,9.9,37.7810771,-122.4102069,6.4,0.8904
100.76,-2.0235,-0.0408,9.7531,-0.0227,0.0153,-0.0009,15.73,19.43,39.28,False,,,0,9.9,37.7810807,-122.4102013,6.38,0.8903
100.86,-2.3427,-0.1194,9.7841,0.0129,-0.0002,-0.0009,15.73,19.43,39.77,False,,,0,9.9,37.7810841,-122.410196,5.96,0.8902
100.96,2.5457,-0.0607,10.1594,0.0104,-0.03,-0.0009,15.73,19.43,40.54,False,,,0,9.9,37.7810874,-122.4101909,5.86,0.8901
101.06,1.7819,-0.0379,9.6506,0.0076,0.0046,-0.0009,15.73,19.43,39.99,False,,,0,9.9,37.7810911,-122.4101851,6.48,0.89
101.16,-1.7977,-0.0183,9.7148,0.0069,-0.0055,-0.0009,15.74,19.43,40.39,False,,,0,9.9,37.7810946,-122.4101796,6.25,0.8899
101.26,-1.5617,0.1008,9.6119,-0.0188,0.0196,-0.0009,15.74,19.42,40.1,False,,,0,9.9,37.7810981,-122.4101742,6.16,0.8899
101.36,3.0995,0.0088,9.8143,0.0046,-0.0354,-0.0009,15.74,19.42,39.99,False,,,0,9.9,37.7811014,-122.4101689,5.89,0.8898
101.46,0.891,0.016,9.9116,0.0085,-0.0186,-0.0009,15.74,19.42,39.72,False,,,0,9.9,37.7811053,-122.4101629,6.79,0.8897
101.56,-2.9153,0.0246,9.5968,0.0185,0.0258,-0.0009,15.74,19.42,40.57,False,,,0,9.9,37.7811087,-122.4101576,6.08,0.8896
101.66,2.3382,-0.0395,9.9578,0.0119,0.015,-0.0009,15.74,19.42,39.82,False,,,0,9.9,37.7811123,-122.4101521,6.22,0.8895
101.76,1.2081,-0.0182,9.5956,0.0041,-0.006,-0.0009,15.75,19.42,40.17,False,,,0,9.9,37.781116,-122.4101463,6.53,0.8894
101.86,0.5853,0.0361,9.2215,-0.0198,-0.0128,-0.0009,15.75,19.42,40.04,False,,,0,9.9,37.7811196,-122.4101405,6.51,0.8893
101.96,-0.2239,-0.1834,10.0628,0.0023,0.0446,-0.0009,15.75,19.41,40.43,False,,,0,9.9,37.7811234,-122.4101346,6.66,0.8892
102.06,-2.1242,0.0278,9.2845,0.017,0.0043,-0.0009,15.75,19.41,39.63,False,,,0,9.9,37.7811271,-122.410129,6.44,0.8891
102.16,-1.9681,0.1352,10.2277,-0.0176,0.0037,-0.0009,15.75,19.41,40.36,False,,,0,9.9,37.7811306,-122.4101235,6.23,0.8891
102.26,-0.7653,-0.0698,10.084,0.0353,0.0231,-0.0009,15.76,19.41,39.86,False,,,0,9.9,37.7811341,-122.4101181,6.1,0.889
102.36,1.2624,0.0301,10.5622,0.0185,0.014,-0.0009,15.76,19.41,40.28,False,,,0,9.9,37.7811375,-122.4101127,6.1,0.8889
102.46,0.7517,-0.0315,9.6361,-0.0039,-0.0186,-0.0009,15.76,19.41,39.99,False,,,0,9.9,37.7811411,-122.4101071,6.36,0.8888
102.56,-1.0367,0.0261,10.0118,-0.0059,0.0232,-0.0009,15.76,19.41,40.33,False,,,0,9.9,37.7811446,-122.4101016,6.22,0.8887
102.66,0.7069,-0.0615,9.5471,-0.0129,-0.0258,-0.0009,15.76,19.4,40.28,False,,,0,9.9,37.7811481,-122.4100961,6.14,0.8886
102.76,2.0597,0.0105,9.717,0.0144,0.015,-0.0009,15.76,19.4,41.07,False,,,0,9.9,37.7811517,-122.4100905,6.34,0.8885
102.86,1.6602,0.0189,9.8504,-0.0062,0.0228,-0.0009,15.77,19.4,39.59,False,,,0,9.9,37.7811554,-122.4100848,6.55,0.8884
102.96,-2.2474,-0.0424,9.7333,0.0175,-0.0186,-0.0009,15.77,19.4,40.35,False,,,0,9.9,37.7811592,-122.4100789,6.65,0.8883
